# name|moods|minutes|difficulty|description|image|ingredients-json|steps-json
蒜香快炒鹰嘴豆菠菜|平静,满足,疲惫|18|简单|鹰嘴豆和菠菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","菠菜 200g","蒜 8g","生抽 10ml","食用油 10ml"]|["将鹰嘴豆和菠菜洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖鹰嘴豆菠菜|期待,低落,开心|28|简单|鹰嘴豆和菠菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","菠菜 200g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将鹰嘴豆和菠菜切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
蒜香快炒鹰嘴豆南瓜|平静,满足,疲惫|18|简单|鹰嘴豆和南瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","南瓜 280g","蒜 8g","生抽 10ml","食用油 10ml"]|["将鹰嘴豆和南瓜洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖鹰嘴豆南瓜|期待,低落,开心|28|简单|鹰嘴豆和南瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","南瓜 280g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将鹰嘴豆和南瓜切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
蒜香快炒鹰嘴豆彩椒|平静,满足,疲惫|18|简单|鹰嘴豆和彩椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","彩椒 180g","蒜 8g","生抽 10ml","食用油 10ml"]|["将鹰嘴豆和彩椒洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖鹰嘴豆彩椒|期待,低落,开心|28|简单|鹰嘴豆和彩椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","彩椒 180g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将鹰嘴豆和彩椒切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
蒜香快炒鹰嘴豆西兰花|平静,满足,疲惫|18|简单|鹰嘴豆和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","西兰花 250g","蒜 8g","生抽 10ml","食用油 10ml"]|["将鹰嘴豆和西兰花洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖鹰嘴豆西兰花|期待,低落,开心|28|简单|鹰嘴豆和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","西兰花 250g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将鹰嘴豆和西兰花切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
清香快炒香干芹菜|平静,满足,疲惫|18|简单|香干和芹菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","芹菜 200g","蒜 5g","食用油 10ml","盐 2g"]|["将香干处理成薄片或小块，芹菜洗净切好。","锅中放一半食用油，把香干炒至完全熟透后盛出。","补入余油和蒜末，放芹菜大火翻炒至断生。","倒回香干，加盐翻匀后立即装盘。"]
黑椒小炒香干芹菜|开心,期待,嘴馋|22|简单|香干和芹菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","芹菜 200g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将香干切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把芹菜洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将香干炒至完全熟透。","加入芹菜和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒香干韭菜|平静,满足,疲惫|18|简单|香干和韭菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","韭菜 180g","蒜 5g","食用油 10ml","盐 2g"]|["将香干处理成薄片或小块，韭菜洗净切好。","锅中放一半食用油，把香干炒至完全熟透后盛出。","补入余油和蒜末，放韭菜大火翻炒至断生。","倒回香干，加盐翻匀后立即装盘。"]
黑椒小炒香干韭菜|开心,期待,嘴馋|22|简单|香干和韭菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","韭菜 180g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将香干切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把韭菜洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将香干炒至完全熟透。","加入韭菜和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒香干青椒|平静,满足,疲惫|18|简单|香干和青椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","青椒 180g","蒜 5g","食用油 10ml","盐 2g"]|["将香干处理成薄片或小块，青椒洗净切好。","锅中放一半食用油，把香干炒至完全熟透后盛出。","补入余油和蒜末，放青椒大火翻炒至断生。","倒回香干，加盐翻匀后立即装盘。"]
黑椒小炒香干青椒|开心,期待,嘴馋|22|简单|香干和青椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","青椒 180g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将香干切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把青椒洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将香干炒至完全熟透。","加入青椒和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒香干泡发木耳|平静,满足,疲惫|18|简单|香干和泡发木耳搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","泡发木耳 150g","蒜 5g","食用油 10ml","盐 2g"]|["将香干处理成薄片或小块，泡发木耳洗净切好。","锅中放一半食用油，把香干炒至完全熟透后盛出。","补入余油和蒜末，放泡发木耳大火翻炒至断生。","倒回香干，加盐翻匀后立即装盘。"]
黑椒小炒香干泡发木耳|开心,期待,嘴馋|22|简单|香干和泡发木耳搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","泡发木耳 150g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将香干切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把泡发木耳洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将香干炒至完全熟透。","加入泡发木耳和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒香干蒜苗|平静,满足,疲惫|18|简单|香干和蒜苗搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","蒜苗 180g","蒜 5g","食用油 10ml","盐 2g"]|["将香干处理成薄片或小块，蒜苗洗净切好。","锅中放一半食用油，把香干炒至完全熟透后盛出。","补入余油和蒜末，放蒜苗大火翻炒至断生。","倒回香干，加盐翻匀后立即装盘。"]
黑椒小炒香干蒜苗|开心,期待,嘴馋|22|简单|香干和蒜苗搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["香干 280g","蒜苗 180g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将香干切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把蒜苗洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将香干炒至完全熟透。","加入蒜苗和蒜末大火翻炒2分钟，尝味后装盘。"]
蒜香快炒杏鲍菇青椒|平静,满足,疲惫|18|简单|杏鲍菇和青椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","青椒 180g","蒜 8g","生抽 10ml","食用油 10ml"]|["将杏鲍菇和青椒洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖杏鲍菇青椒|期待,低落,开心|28|简单|杏鲍菇和青椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","青椒 180g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将杏鲍菇和青椒切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
蒜香快炒杏鲍菇西兰花|平静,满足,疲惫|18|简单|杏鲍菇和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","西兰花 250g","蒜 8g","生抽 10ml","食用油 10ml"]|["将杏鲍菇和西兰花洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖杏鲍菇西兰花|期待,低落,开心|28|简单|杏鲍菇和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","西兰花 250g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将杏鲍菇和西兰花切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
蒜香快炒杏鲍菇洋葱|平静,满足,疲惫|18|简单|杏鲍菇和洋葱搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","洋葱 200g","蒜 8g","生抽 10ml","食用油 10ml"]|["将杏鲍菇和洋葱洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖杏鲍菇洋葱|期待,低落,开心|28|简单|杏鲍菇和洋葱搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","洋葱 200g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将杏鲍菇和洋葱切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
蒜香快炒杏鲍菇荷兰豆|平静,满足,疲惫|18|简单|杏鲍菇和荷兰豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","荷兰豆 180g","蒜 8g","生抽 10ml","食用油 10ml"]|["将杏鲍菇和荷兰豆洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖杏鲍菇荷兰豆|期待,低落,开心|28|简单|杏鲍菇和荷兰豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","荷兰豆 180g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将杏鲍菇和荷兰豆切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
蒜香快炒杏鲍菇胡萝卜|平静,满足,疲惫|18|简单|杏鲍菇和胡萝卜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","胡萝卜 220g","蒜 8g","生抽 10ml","食用油 10ml"]|["将杏鲍菇和胡萝卜洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖杏鲍菇胡萝卜|期待,低落,开心|28|简单|杏鲍菇和胡萝卜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["杏鲍菇 300g","胡萝卜 220g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将杏鲍菇和胡萝卜切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
